14,2014000014,พัลลภา,บุตรเลี่ยม,hunter,9ef24d3de40b86c1e960448dd2525387,0,HR 5.jpg,086-9773696,,,ม.3,43 ถนนรัชดาภิเษก แขวงบุคคโล เขตธนบุรี กรุงเทพมหานคร 10600 เขต ธนบุรี กรุงเทพมหานคร 02 476 5705,m_o_d_31@hotmail.com,2,3,1,1,3.55E+12,2,2
15,2014000015,พุทธธิดา,จันทะฟอง,fuckyou,9ef24d3de40b86c1e960448dd2525387,1,IT 1.jpg,086-9773342,,,ปวช.,เลขที่ 2 ถนนเจริญกรุง แขวงบางรัก เขตบางรัก ชั้น 1 บริเวณทางเชื่อม กรุงเทพมหานคร 02 777 7777,test@gmail.com,3,4,1,1,3.55E+12,3,3
16,2014000016,ภัทรธิดา,อำไพทอง,trustno1,9ef24d3de40b86c1e960448dd2525387,1,it 2.jpg,086-5556111,,,ปริญญาเอก,เลขที่ 2 ถนนเจริญกรุง แขวงบางรัก เขตบางรัก ชั้น 1 บริเวณทางเชื่อม กรุงเทพมหานคร 02 777 7777,m_o_d_31@hotmail.com,2,4,1,1,3.55E+12,4,3
17,2014000017,ภัทรภร,สังขพันธ์,ranger,9ef24d3de40b86c1e960448dd2525387,1,it 3.jpg,044-080286,,,ม.3,371 ถนนรัชดาภิเษก แขวงบุคคโล เขตธนบุรี กรุงเทพมหานคร 10600 เขต ธนบุรี กรุงเทพมหานคร 02 476 5705,test@gmail.com,3,4,1,1,3.55E+12,3,2
18,2014000018,รุ่งทิวา,จันทราทีปกร,buster,9ef24d3de40b86c1e960448dd2525387,1,it 4.jpg,089-4807555,,,ปวช.,เลขที่ 2 ถนนเจริญกรุง แขวงบางรัก เขตบางรัก ชั้น 1 บริเวณทางเชื่อม กรุงเทพมหานคร 02 777 7777,m_o_d_31@hotmail.com,1,4,1,1,3.55E+12,5,3
19,2014000019,สมสมร,มงคลจามร,thomas,9ef24d3de40b86c1e960448dd2525387,1,it 5.jpg,091-6332468,,,ปวส.,371 ถนนรัชดาภิเษก แขวงบุคคโล เขตธนบุรี กรุงเทพมหานคร 10600 เขต ธนบุรี กรุงเทพมหานคร 02 476 5705,test@gmail.com,2,4,1,1,3.55E+12,3,2
20,2014000020,อชิรญาภรณ์,ด่านยุทธพลชัย,tigger,9ef24d3de40b86c1e960448dd2525387,1,Sale 1.jpg,081-8861828,,,ปริญญาโท,เลขที่ 2 ถนนเจริญกรุง แขวงบางรัก เขตบางรัก ชั้น 1 บริเวณทางเชื่อม กรุงเทพมหานคร 02 777 7777,m_o_d_31@hotmail.com,3,2,1,1,3.55E+12,7,3
21,2014000021,อริศรา,แก้วสุวรรณ์,robert,9ef24d3de40b86c1e960448dd2525387,1,Sale 2.jpg,081-566-6654,,,ปริญญาตรี,เลขที่ 2 ถนนเจริญกรุง แขวงบางรัก เขตบางรัก ชั้น 1 บริเวณทางเชื่อม กรุงเทพมหานคร 02 777 7777,test@gmail.com,2,2,1,1,3.55E+12,6,1
22,2014000022,อษิณา,สุดศรี,soccer,9ef24d3de40b86c1e960448dd2525387,1,ธุรการ 1.jpg,099-1122889,,,ม.6,เลขที่ 2 ถนนเจริญกรุง แขวงบางรัก เขตบางรัก ชั้น 1 บริเวณทางเชื่อม กรุงเทพมหานคร 02 777 7777,m_o_d_31@hotmail.com,1,5,1,1,3.55E+12,4,1
23,2014000023,นิติธร,ส่งบุญแก้ว,fuck,9ef24d3de40b86c1e960448dd2525387,0,ธุรการ 2.jpg,081-6349089,,,ม.3,371 ถนนรัชดาภิเษก แขวงบุคคโล เขตธนบุรี กรุงเทพมหานคร 10600 เขต ธนบุรี กรุงเทพมหานคร 02 476 5705,test@gmail.com,2,5,1,1,3.55E+12,5,2
24,2014000024,วิริยะ,กำลังศิลป์,batman,9ef24d3de40b86c1e960448dd2525387,0,ธุรการ 3.jpg,086-5616571,,,ปวช.,เลขที่ 2 ถนนเจริญกรุง แขวงบางรัก เขตบางรัก ชั้น 1 บริเวณทางเชื่อม กรุงเทพมหานคร 02 777 7777,m_o_d_31@hotmail.com,3,5,1,1,3.55E+12,4,3
